nombre,coherencia,stim,resp,rt
FD_2019_09_09_11_09_21.mat,0.1,0,0,0.579430357
FD_2019_09_09_11_09_21.mat,0.2,0,0,0.83083816
FD_2019_09_09_11_09_21.mat,0.3,1,1,0.58325581
FD_2019_09_09_11_09_21.mat,0.1,0,0,0.580600986
FD_2019_09_09_11_09_21.mat,0.15,0,0,0.666793695
FD_2019_09_09_11_09_21.mat,0.7,1,1,0.532044656
FD_2019_09_09_11_09_21.mat,0.3,0,0,0.566296524
FD_2019_09_09_11_09_21.mat,0.3,0,0,0.767783775
FD_2019_09_09_11_09_21.mat,0.1,1,1,0.681920873
FD_2019_09_09_11_09_21.mat,0.2,1,1,0.714157578
FD_2019_09_09_11_09_21.mat,0.3,1,1,0.699135072
FD_2019_09_09_11_09_21.mat,0.3,1,1,0.67965513
FD_2019_09_09_11_09_21.mat,0.15,1,1,0.71578076
FD_2019_09_09_11_09_21.mat,0.2,1,1,0.800600745
FD_2019_09_09_11_09_21.mat,0.3,0,0,0.499114872
FD_2019_09_09_11_09_21.mat,0.2,0,0,0.646994314
FD_2019_09_09_11_09_21.mat,0.15,0,0,0.750241083
FD_2019_09_09_11_09_21.mat,0.3,0,0,0.731466386
FD_2019_09_09_11_09_21.mat,0.2,0,0,0.566676763
FD_2019_09_09_11_09_21.mat,0.1,0,1,1.215114392
FD_2019_09_09_11_09_21.mat,0.3,1,1,0.667525227
FD_2019_09_09_11_09_21.mat,0.15,1,1,0.82992244
FD_2019_09_09_11_09_21.mat,0.1,0,0,0.618563028
FD_2019_09_09_11_09_21.mat,0.1,1,1,0.78248359
FD_2019_09_09_11_09_21.mat,0.15,0,0,0.797989584
FD_2019_09_09_11_09_21.mat,0.7,1,1,0.616661002
FD_2019_09_09_11_09_21.mat,0.7,1,1,0.581016666
FD_2019_09_09_11_09_21.mat,0.3,1,1,0.583857595
FD_2019_09_09_11_09_21.mat,0.7,1,1,0.76429792
FD_2019_09_09_11_09_21.mat,0.2,1,1,1.013251778
FD_2019_09_09_11_09_21.mat,0.15,1,1,0.901930815
FD_2019_09_09_11_09_21.mat,0.2,1,1,0.697424222
FD_2019_09_09_11_09_21.mat,0.7,0,0,0.482353657
FD_2019_09_09_11_09_21.mat,0.15,0,0,0.632234582
FD_2019_09_09_11_09_21.mat,0.3,0,0,0.58510708
FD_2019_09_09_11_09_21.mat,0.7,0,0,0.630535699
FD_2019_09_09_11_09_21.mat,0.15,1,1,0.60769251
FD_2019_09_09_11_09_21.mat,0.1,0,0,0.562648548
FD_2019_09_09_11_09_21.mat,0.2,1,1,0.533790581
FD_2019_09_09_11_09_21.mat,0.7,0,0,0.44859264
FD_2019_09_09_11_09_21.mat,0.7,0,0,0.46594868
FD_2019_09_09_11_09_21.mat,0.2,0,0,0.668407558
FD_2019_09_09_11_09_21.mat,0.1,1,1,0.54658905
FD_2019_09_09_11_09_21.mat,0.1,0,0,0.916565363
FD_2019_09_09_11_09_21.mat,0.3,1,1,0.548574512
FD_2019_09_09_11_09_21.mat,0.15,1,1,0.66617172
FD_2019_09_09_11_09_21.mat,0.1,1,1,0.68132307
FD_2019_09_09_11_09_21.mat,0.1,1,0,0.533645743
FD_2019_09_09_11_09_21.mat,0.3,0,0,0.566746856
FD_2019_09_09_11_09_21.mat,0.2,1,1,0.581453454
FD_2019_09_09_11_09_21.mat,0.1,1,1,0.715634312
FD_2019_09_09_11_09_21.mat,0.2,0,0,0.499033766
FD_2019_09_09_11_09_21.mat,0.2,0,0,0.56737836
FD_2019_09_09_11_09_21.mat,0.7,0,0,0.49934354
FD_2019_09_09_11_09_21.mat,0.7,0,0,0.565457078
FD_2019_09_09_11_09_21.mat,0.7,1,1,0.481718005
FD_2019_09_09_11_09_21.mat,0.15,0,0,0.549911858
FD_2019_09_09_11_09_21.mat,0.15,1,1,0.483089528
FM_2019_09_09_11_19_34.mat,0.3,0,1,2.33284641
FM_2019_09_09_11_19_34.mat,0.7,0,0,0.82922829
FM_2019_09_09_11_19_34.mat,0.1,1,1,1.497772882
FM_2019_09_09_11_19_34.mat,0.7,0,0,0.681387704
FM_2019_09_09_11_19_34.mat,0.2,0,0,1.032778915
FM_2019_09_09_11_19_34.mat,0.15,0,1,1.632220736
FM_2019_09_09_11_19_34.mat,0.3,0,0,0.767564585
FM_2019_09_09_11_19_34.mat,0.15,0,1,1.280983125
FM_2019_09_09_11_19_34.mat,0.3,0,0,1.23102632
FM_2019_09_09_11_19_34.mat,0.15,1,1,0.950822837
FM_2019_09_09_11_19_34.mat,0.2,1,0,1.083439724
FM_2019_09_09_11_19_34.mat,0.7,1,1,0.747512748
FM_2019_09_09_11_19_34.mat,0.1,0,0,0.799588844
FM_2019_09_09_11_19_34.mat,0.3,1,1,0.865443265
FM_2019_09_09_11_19_34.mat,0.2,0,0,0.866730284
FM_2019_09_09_11_19_34.mat,0.15,0,0,0.881364698
FM_2019_09_09_11_19_34.mat,0.3,1,1,0.6466682
FM_2019_09_09_11_19_34.mat,0.2,1,1,1.295593083
FM_2019_09_09_11_19_34.mat,0.1,1,1,0.765705985
FM_2019_09_09_11_19_34.mat,0.7,1,1,0.582405856
FM_2019_09_09_11_19_34.mat,0.15,0,0,0.599081739
FM_2019_09_09_11_19_34.mat,0.3,1,1,0.631101038
FM_2019_09_09_11_19_34.mat,0.15,1,0,0.815367761
FM_2019_09_09_11_19_34.mat,0.3,0,0,0.69884993
FM_2019_09_09_11_19_34.mat,0.15,1,1,0.683511322
FM_2019_09_09_11_19_34.mat,0.7,1,1,0.564692654
FM_2019_09_09_11_19_34.mat,0.3,0,0,0.61630799
FM_2019_09_09_11_19_34.mat,0.2,1,1,0.448899546
FM_2019_09_09_11_19_34.mat,0.1,1,0,0.465413632
FM_2019_09_09_11_19_34.mat,0.2,0,0,0.714443833
FM_2019_09_09_11_19_34.mat,0.7,1,1,0.449697261
FM_2019_09_09_11_19_34.mat,0.1,0,0,0.549793001
FM_2019_09_09_11_19_34.mat,0.15,0,1,0.849010655
FM_2019_09_09_11_19_34.mat,0.7,0,0,0.48252384
FM_2019_09_09_11_19_34.mat,0.7,0,0,0.499366751
FM_2019_09_09_11_19_34.mat,0.1,0,0,0.566479477
FM_2019_09_09_11_19_34.mat,0.15,1,1,0.782791672
FM_2019_09_09_11_19_34.mat,0.1,0,0,1.364710241
FM_2019_09_09_11_19_34.mat,0.1,1,1,0.850782993
FM_2019_09_09_11_19_34.mat,0.2,1,1,0.56441056
FM_2019_09_09_11_19_34.mat,0.7,0,0,0.532237398
FM_2019_09_09_11_19_34.mat,0.3,0,0,0.532530954
FM_2019_09_09_11_19_34.mat,0.2,0,0,0.48182891
FM_2019_09_09_11_19_34.mat,0.2,0,0,0.732986366
FM_2019_09_09_11_19_34.mat,0.15,0,0,0.515499256
FM_2019_09_09_11_19_34.mat,0.2,0,0,0.465862752
FM_2019_09_09_11_19_34.mat,0.7,1,1,0.449034619
FM_2019_09_09_11_19_34.mat,0.1,0,0,0.916715793
FM_2019_09_09_11_19_34.mat,0.1,1,1,0.615628603
FM_2019_09_09_11_19_34.mat,0.2,1,1,0.597678604
FM_2019_09_09_11_19_34.mat,0.15,1,1,0.517317897
FM_2019_09_09_11_19_34.mat,0.7,0,0,0.46579992
FM_2019_09_09_11_19_34.mat,0.1,1,1,0.549883051
FM_2019_09_09_11_19_34.mat,0.1,0,0,1.315471296
FM_2019_09_09_11_19_34.mat,0.7,1,1,0.61530993
FM_2019_09_09_11_19_34.mat,0.3,1,1,0.548784305
FM_2019_09_09_11_19_34.mat,0.3,1,1,0.49999515
FM_2019_09_09_11_19_34.mat,0.3,1,1,0.399025511
FM_2019_09_09_11_19_34.mat,0.15,1,0,0.78200111
FM_2019_09_09_11_19_34.mat,0.2,1,1,0.63306424
FP_2019_09_09_11_51_49.mat,0.3,0,0,4.068858104
FP_2019_09_09_11_51_49.mat,0.1,0,0,1.333032002
FP_2019_09_09_11_51_49.mat,0.3,0,0,1.581216785
FP_2019_09_09_11_51_49.mat,0.2,0,1,0.915666123
FP_2019_09_09_11_51_49.mat,0.15,0,0,2.581624199
FP_2019_09_09_11_51_49.mat,0.3,1,1,0.94957375
FP_2019_09_09_11_51_49.mat,0.2,1,1,0.89752083
FP_2019_09_09_11_51_49.mat,0.3,0,0,0.883655706
FP_2019_09_09_11_51_49.mat,0.2,1,1,0.967125263
FP_2019_09_09_11_51_49.mat,0.3,0,0,0.748585589
FP_2019_09_09_11_51_49.mat,0.2,1,1,1.098932807
FP_2019_09_09_11_51_49.mat,0.3,1,1,1.74878151
FP_2019_09_09_11_51_49.mat,0.15,1,1,1.448759009
FP_2019_09_09_11_51_49.mat,0.7,1,1,0.915650058
FP_2019_09_09_11_51_49.mat,0.2,1,1,1.066658764
FP_2019_09_09_11_51_49.mat,0.3,1,1,1.065832653
FP_2019_09_09_11_51_49.mat,0.2,0,0,0.733149062
FP_2019_09_09_11_51_49.mat,0.7,1,1,0.783723128
FP_2019_09_09_11_51_49.mat,0.15,1,0,0.931174487
FP_2019_09_09_11_51_49.mat,0.7,1,1,0.634337989
FP_2019_09_09_11_51_49.mat,0.2,0,0,0.89798659
FP_2019_09_09_11_51_49.mat,0.1,0,1,0.967223404
FP_2019_09_09_11_51_49.mat,0.2,1,1,1.04833318
FP_2019_09_09_11_51_49.mat,0.15,1,1,0.781264198
FP_2019_09_09_11_51_49.mat,0.15,0,0,0.750154472
FP_2019_09_09_11_51_49.mat,0.3,1,1,0.831077469
FP_2019_09_09_11_51_49.mat,0.3,0,0,0.99923373
FP_2019_09_09_11_51_49.mat,0.2,0,0,0.832522808
FP_2019_09_09_11_51_49.mat,0.7,0,0,0.765985701
FP_2019_09_09_11_51_49.mat,0.7,0,0,0.734502282
FP_2019_09_09_11_51_49.mat,0.7,0,0,1.249375153
FP_2019_09_09_11_51_49.mat,0.2,0,1,1.347373474
FP_2019_09_09_11_51_49.mat,0.1,1,1,1.01677302
FP_2019_09_09_11_51_49.mat,0.15,0,0,0.748716995
FP_2019_09_09_11_51_49.mat,0.15,0,0,0.9324034
FP_2019_09_09_11_51_49.mat,0.7,1,1,0.782311738
FP_2019_09_09_11_51_49.mat,0.15,1,1,0.967280628
FP_2019_09_09_11_51_49.mat,0.1,0,0,0.896214593
FP_2019_09_09_11_51_49.mat,0.2,0,0,0.934638228
FP_2019_09_09_11_51_49.mat,0.15,0,0,0.979271803
FP_2019_09_09_11_51_49.mat,0.1,0,0,1.21725753
FP_2019_09_09_11_51_49.mat,0.2,1,1,0.599308553
FP_2019_09_09_11_51_49.mat,0.7,1,1,0.699669322
FP_2019_09_09_11_51_49.mat,0.3,1,1,0.629868733
FP_2019_09_09_11_51_49.mat,0.1,1,1,0.984984381
FP_2019_09_09_11_51_49.mat,0.7,1,1,0.696657832
FP_2019_09_09_11_51_49.mat,0.1,1,1,1.28267094
FP_2019_09_09_11_51_49.mat,0.3,0,0,0.749319233
FP_2019_09_09_11_51_49.mat,0.7,0,0,0.68376806
FP_2019_09_09_11_51_49.mat,0.1,0,0,1.06602485
FP_2019_09_09_11_51_49.mat,0.1,1,1,0.697551325
FP_2019_09_09_11_51_49.mat,0.15,1,1,0.798980618
FP_2019_09_09_11_51_49.mat,0.15,1,1,0.866309197
FP_2019_09_09_11_51_49.mat,0.7,0,0,0.716591565
FP_2019_09_09_11_51_49.mat,0.1,0,0,0.98227601
FP_2019_09_09_11_51_49.mat,0.1,1,1,0.665839935
FP_2019_09_09_11_51_49.mat,0.3,1,1,0.715325543
FP_2019_09_09_11_51_49.mat,0.7,0,0,0.732326169
FP_2019_09_09_11_51_49.mat,0.15,0,0,0.865907033
FP_2019_09_09_11_51_49.mat,0.1,1,1,0.68285217
IB_2019_09_09_12_07_50.mat,0.1,1,0,4.77463182
IB_2019_09_09_12_07_50.mat,0.15,1,1,2.88259729
IB_2019_09_09_12_07_50.mat,0.7,1,1,0.844152792
IB_2019_09_09_12_07_50.mat,0.15,1,0,2.365686849
IB_2019_09_09_12_07_50.mat,0.15,0,0,0.991877175
IB_2019_09_09_12_07_50.mat,0.1,0,0,0.814978507
IB_2019_09_09_12_07_50.mat,0.1,1,1,1.831901655
IB_2019_09_09_12_07_50.mat,0.3,1,1,0.816194303
IB_2019_09_09_12_07_50.mat,0.1,0,0,1.21692168
IB_2019_09_09_12_07_50.mat,0.7,1,1,0.71519253
IB_2019_09_09_12_07_50.mat,0.2,0,0,0.699961606
IB_2019_09_09_12_07_50.mat,0.3,1,1,0.68204283
IB_2019_09_09_12_07_50.mat,0.1,0,0,0.68316764
IB_2019_09_09_12_07_50.mat,0.7,0,0,0.583146338
IB_2019_09_09_12_07_50.mat,0.2,0,0,1.531615583
IB_2019_09_09_12_07_50.mat,0.7,1,1,0.582203361
IB_2019_09_09_12_07_50.mat,0.3,1,1,0.750093747
IB_2019_09_09_12_07_50.mat,0.15,0,0,0.632635608
IB_2019_09_09_12_07_50.mat,0.2,1,1,0.649063206
IB_2019_09_09_12_07_50.mat,0.2,0,0,0.698427083
IB_2019_09_09_12_07_50.mat,0.15,0,0,1.033440027
IB_2019_09_09_12_07_50.mat,0.1,0,0,1.367012989
IB_2019_09_09_12_07_50.mat,0.2,1,1,0.815586885
IB_2019_09_09_12_07_50.mat,0.7,1,1,0.581675941
IB_2019_09_09_12_07_50.mat,0.7,0,0,0.616079915
IB_2019_09_09_12_07_50.mat,0.2,1,1,0.832974226
IB_2019_09_09_12_07_50.mat,0.7,0,0,0.683044058
IB_2019_09_09_12_07_50.mat,0.15,0,0,0.966369127
IB_2019_09_09_12_07_50.mat,0.7,1,1,0.582239067
IB_2019_09_09_12_07_50.mat,0.15,0,0,1.732044696
IB_2019_09_09_12_07_50.mat,0.1,1,1,0.950428998
IB_2019_09_09_12_07_50.mat,0.1,0,1,1.580523102
IB_2019_09_09_12_07_50.mat,0.15,1,1,0.8667258
IB_2019_09_09_12_07_50.mat,0.2,1,1,0.750860323
IB_2019_09_09_12_07_50.mat,0.1,1,0,2.63286248
IB_2019_09_09_12_07_50.mat,0.15,1,1,1.313456758
IB_2019_09_09_12_07_50.mat,0.2,1,1,0.615401793
IB_2019_09_09_12_07_50.mat,0.3,1,1,0.734010132
IB_2019_09_09_12_07_50.mat,0.15,1,1,1.396629774
IB_2019_09_09_12_07_50.mat,0.3,0,0,0.76694529
IB_2019_09_09_12_07_50.mat,0.2,1,1,0.61719779
IB_2019_09_09_12_07_50.mat,0.3,0,0,0.54823905
IB_2019_09_09_12_07_50.mat,0.7,0,0,0.715340583
IB_2019_09_09_12_07_50.mat,0.2,0,0,1.082899015
IB_2019_09_09_12_07_50.mat,0.3,1,1,0.647711941
IB_2019_09_09_12_07_50.mat,0.3,0,0,0.616304398
IB_2019_09_09_12_07_50.mat,0.7,0,0,0.76638403
IB_2019_09_09_12_07_50.mat,0.1,1,1,0.631471927
IB_2019_09_09_12_07_50.mat,0.2,0,0,1.648166948
IB_2019_09_09_12_07_50.mat,0.2,0,1,1.815961095
IB_2019_09_09_12_07_50.mat,0.3,0,0,1.567670995
IB_2019_09_09_12_07_50.mat,0.15,0,0,1.41279951
IB_2019_09_09_12_07_50.mat,0.15,1,1,2.031955899
IB_2019_09_09_12_07_50.mat,0.3,0,0,0.650339542
IB_2019_09_09_12_07_50.mat,0.3,1,1,0.631777033
IB_2019_09_09_12_07_50.mat,0.1,1,1,1.799201221
IB_2019_09_09_12_07_50.mat,0.7,0,0,0.64996232
IB_2019_09_09_12_07_50.mat,0.1,0,1,1.865453982
IB_2019_09_09_12_07_50.mat,0.7,1,1,0.600005153
IB_2019_09_09_12_07_50.mat,0.3,0,0,0.599241973
IC_2019_09_09_11_24_13.mat,0.2,0,0,3.268369496
IC_2019_09_09_11_24_13.mat,0.7,1,1,0.67981738
IC_2019_09_09_11_24_13.mat,0.2,1,1,1.52938776
IC_2019_09_09_11_24_13.mat,0.3,0,0,0.566011885
IC_2019_09_09_11_24_13.mat,0.15,1,1,1.199203029
IC_2019_09_09_11_24_13.mat,0.1,1,1,1.398138515
IC_2019_09_09_11_24_13.mat,0.15,0,0,0.632200855
IC_2019_09_09_11_24_13.mat,0.3,0,0,0.715548376
IC_2019_09_09_11_24_13.mat,0.3,1,1,0.515179201
IC_2019_09_09_11_24_13.mat,0.3,0,0,0.483002045
IC_2019_09_09_11_24_13.mat,0.1,0,0,1.86554014
IC_2019_09_09_11_24_13.mat,0.1,0,0,1.082069723
IC_2019_09_09_11_24_13.mat,0.7,0,0,0.550787595
IC_2019_09_09_11_24_13.mat,0.15,0,0,1.565601324
IC_2019_09_09_11_24_13.mat,0.7,1,1,0.549267092
IC_2019_09_09_11_24_13.mat,0.1,0,0,0.645388473
IC_2019_09_09_11_24_13.mat,0.1,0,0,0.717342602
IC_2019_09_09_11_24_13.mat,0.1,0,0,0.781060967
IC_2019_09_09_11_24_13.mat,0.15,1,1,0.465681916
IC_2019_09_09_11_24_13.mat,0.2,0,0,0.467528582
IC_2019_09_09_11_24_13.mat,0.7,0,0,0.466539539
IC_2019_09_09_11_24_13.mat,0.15,0,0,0.648734192
IC_2019_09_09_11_24_13.mat,0.15,1,1,0.548181572
IC_2019_09_09_11_24_13.mat,0.1,1,1,1.246515133
IC_2019_09_09_11_24_13.mat,0.7,0,0,0.499566166
IC_2019_09_09_11_24_13.mat,0.7,0,0,0.516275791
IC_2019_09_09_11_24_13.mat,0.3,1,1,0.499402565
IC_2019_09_09_11_24_13.mat,0.7,0,0,0.415955582
IC_2019_09_09_11_24_13.mat,0.3,0,0,0.699050768
IC_2019_09_09_11_24_13.mat,0.1,1,1,0.717129064
IC_2019_09_09_11_24_13.mat,0.15,1,1,0.763889671
IC_2019_09_09_11_24_13.mat,0.15,1,1,0.549657538
IC_2019_09_09_11_24_13.mat,0.1,1,1,0.61456465
IC_2019_09_09_11_24_13.mat,0.7,0,0,0.548788946
IC_2019_09_09_11_24_13.mat,0.2,1,1,0.465269218
IC_2019_09_09_11_24_13.mat,0.7,1,1,0.533424761
IC_2019_09_09_11_24_13.mat,0.2,1,1,0.582457719
IC_2019_09_09_11_24_13.mat,0.3,0,0,0.483291292
IC_2019_09_09_11_24_13.mat,0.3,0,0,0.446956265
IC_2019_09_09_11_24_13.mat,0.2,1,1,0.533565727
IC_2019_09_09_11_24_13.mat,0.2,1,1,0.483656407
IC_2019_09_09_11_24_13.mat,0.1,1,1,0.664321098
IC_2019_09_09_11_24_13.mat,0.15,1,1,0.565253805
IC_2019_09_09_11_24_13.mat,0.3,1,1,0.566206692
IC_2019_09_09_11_24_13.mat,0.3,1,1,0.548080853
IC_2019_09_09_11_24_13.mat,0.2,1,1,0.601479892
IC_2019_09_09_11_24_13.mat,0.15,0,0,0.547034677
IC_2019_09_09_11_24_13.mat,0.7,1,1,0.482727946
IC_2019_09_09_11_24_13.mat,0.3,1,1,0.531369114
IC_2019_09_09_11_24_13.mat,0.1,0,0,0.649070118
IC_2019_09_09_11_24_13.mat,0.2,0,0,0.5009547
IC_2019_09_09_11_24_13.mat,0.2,0,0,0.699549172
IC_2019_09_09_11_24_13.mat,0.2,0,0,0.463791314
IC_2019_09_09_11_24_13.mat,0.2,0,0,0.482370822
IC_2019_09_09_11_24_13.mat,0.3,1,1,0.468243107
IC_2019_09_09_11_24_13.mat,0.15,0,0,0.413892083
IC_2019_09_09_11_24_13.mat,0.7,1,1,0.349333772
IC_2019_09_09_11_24_13.mat,0.1,1,0,0.38199247
IC_2019_09_09_11_24_13.mat,0.15,0,0,0.499327978
IC_2019_09_09_11_24_13.mat,0.7,1,1,0.431586349
IG_2019_09_09_11_16_57.mat,0.7,0,1,2.025161653
IG_2019_09_09_11_16_57.mat,0.1,0,0,2.483799688
IG_2019_09_09_11_16_57.mat,0.2,1,1,3.128559768
IG_2019_09_09_11_16_57.mat,0.1,0,0,2.948590174
IG_2019_09_09_11_16_57.mat,0.1,0,0,2.749925492
IG_2019_09_09_11_16_57.mat,0.1,1,1,5.965595818
IG_2019_09_09_11_16_57.mat,0.7,1,1,2.816111937
IG_2019_09_09_11_16_57.mat,0.3,0,0,5.484192184
IG_2019_09_09_11_16_57.mat,0.15,1,0,5.164425354
IG_2019_09_09_11_16_57.mat,0.7,0,1,4.05047776
IG_2019_09_09_11_16_57.mat,0.2,0,0,3.883522165
IG_2019_09_09_11_16_57.mat,0.3,0,1,4.881213982
IG_2019_09_09_11_16_57.mat,0.2,0,0,5.683898941
IG_2019_09_09_11_16_57.mat,0.2,1,0,5.132144758
IG_2019_09_09_11_16_57.mat,0.2,1,0,4.633154585
IG_2019_09_09_11_16_57.mat,0.7,1,1,3.616828365
IG_2019_09_09_11_16_57.mat,0.7,0,0,5.631998378
IG_2019_09_09_11_16_57.mat,0.1,1,0,5.665670722
IG_2019_09_09_11_16_57.mat,0.15,1,1,9.367404845
IG_2019_09_09_11_16_57.mat,0.15,0,0,4.647932532
IG_2019_09_09_11_16_57.mat,0.1,0,0,5.54821217
IG_2019_09_09_11_16_57.mat,0.15,1,0,6.88405286
IG_2019_09_09_11_16_57.mat,0.7,1,1,6.76622624
IG_2019_09_09_11_16_57.mat,0.15,0,0,9.766054425
IG_2019_09_09_11_16_57.mat,0.3,1,1,4.899612128
IG_2019_09_09_11_16_57.mat,0.3,1,1,4.063780813
IG_2019_09_09_11_16_57.mat,0.7,1,1,3.583381908
IG_2019_09_09_11_16_57.mat,0.15,1,1,8.18372866
IG_2019_09_09_11_16_57.mat,0.7,0,0,5.83183841
IG_2019_09_09_11_16_57.mat,0.2,0,0,11.983277689
IG_2019_09_09_11_16_57.mat,0.2,0,1,6.832384891
IG_2019_09_09_11_16_57.mat,0.2,0,0,8.032864675
IG_2019_09_09_11_16_57.mat,0.3,0,0,3.315935572
IG_2019_09_09_11_16_57.mat,0.2,1,1,4.800370491
IG_2019_09_09_11_16_57.mat,0.1,1,1,11.181333749
IG_2019_09_09_11_16_57.mat,0.1,1,0,7.898911558
IG_2019_09_09_11_16_57.mat,0.3,0,0,6.132709059
IG_2019_09_09_11_16_57.mat,0.3,0,0,1.700929977
IG_2019_09_09_11_16_57.mat,0.2,1,1,7.449238347
IG_2019_09_09_11_16_57.mat,0.3,0,1,6.83313958
IG_2019_09_09_11_16_57.mat,0.3,1,1,5.982330196
IG_2019_09_09_11_16_57.mat,0.1,0,1,14.580879145
IG_2019_09_09_11_16_57.mat,0.2,0,0,13.19959857
IG_2019_09_09_11_16_57.mat,0.7,1,0,6.666517245
IG_2019_09_09_11_16_57.mat,0.1,1,0,9.598244499
IG_2019_09_09_11_16_57.mat,0.15,1,1,3.767152375
IG_2019_09_09_11_16_57.mat,0.3,1,0,3.264035931
IG_2019_09_09_11_16_57.mat,0.7,0,0,7.015557206
IG_2019_09_09_11_16_57.mat,0.15,0,0,6.383768213
IG_2019_09_09_11_16_57.mat,0.3,1,0,7.233281471
IG_2019_09_09_11_16_57.mat,0.15,1,0,10.648587075
IG_2019_09_09_11_16_57.mat,0.15,0,1,11.368235075
IG_2019_09_09_11_16_57.mat,0.7,0,0,7.46427043
IG_2019_09_09_11_16_57.mat,0.1,0,1,6.43424875
IG_2019_09_09_11_16_57.mat,0.15,0,1,10.497834483
IG_2019_09_09_11_16_57.mat,0.15,0,0,6.782179071
IG_2019_09_09_11_16_57.mat,0.2,1,0,6.116454843
IG_2019_09_09_11_16_57.mat,0.1,1,0,10.098277396
IG_2019_09_09_11_16_57.mat,0.3,1,0,9.798583334
IG_2019_09_09_11_16_57.mat,0.7,1,1,6.148841817
JL_2019_09_09_11_32_56.mat,0.1,1,0,1.54891322
JL_2019_09_09_11_32_56.mat,0.7,0,0,0.921484318
JL_2019_09_09_11_32_56.mat,0.2,0,0,0.812795351
JL_2019_09_09_11_32_56.mat,0.3,1,1,0.965983101
JL_2019_09_09_11_32_56.mat,0.15,1,1,1.167770728
JL_2019_09_09_11_32_56.mat,0.7,1,1,0.714963348
JL_2019_09_09_11_32_56.mat,0.7,0,0,0.597205993
JL_2019_09_09_11_32_56.mat,0.7,0,0,0.550986142
JL_2019_09_09_11_32_56.mat,0.2,1,1,0.847120115
JL_2019_09_09_11_32_56.mat,0.3,1,0,0.96641445
JL_2019_09_09_11_32_56.mat,0.1,0,1,1.083979153
JL_2019_09_09_11_32_56.mat,0.2,1,1,0.997952803
JL_2019_09_09_11_32_56.mat,0.2,1,0,1.381173225
JL_2019_09_09_11_32_56.mat,0.7,1,1,0.86843751
JL_2019_09_09_11_32_56.mat,0.2,0,0,0.664639795
JL_2019_09_09_11_32_56.mat,0.1,1,1,1.815026957
JL_2019_09_09_11_32_56.mat,0.1,0,0,1.400388988
JL_2019_09_09_11_32_56.mat,0.1,1,0,1.148588073
JL_2019_09_09_11_32_56.mat,0.3,0,0,0.814854588
JL_2019_09_09_11_32_56.mat,0.2,1,1,1.015997242
JL_2019_09_09_11_32_56.mat,0.15,1,0,1.16539194
JL_2019_09_09_11_32_56.mat,0.15,0,0,0.748878888
JL_2019_09_09_11_32_56.mat,0.3,0,0,0.616638805
JL_2019_09_09_11_32_56.mat,0.3,0,1,1.38264116
JL_2019_09_09_11_32_56.mat,0.3,1,1,0.648972137
JL_2019_09_09_11_32_56.mat,0.15,0,0,0.599931913
JL_2019_09_09_11_32_56.mat,0.3,1,1,0.615004718
JL_2019_09_09_11_32_56.mat,0.1,0,0,1.16594502
JL_2019_09_09_11_32_56.mat,0.7,0,0,0.700108738
JL_2019_09_09_11_32_56.mat,0.1,1,1,0.746940124
JL_2019_09_09_11_32_56.mat,0.15,0,0,0.68526794
JL_2019_09_09_11_32_56.mat,0.3,0,0,0.781764577
JL_2019_09_09_11_32_56.mat,0.7,1,1,0.698548872
JL_2019_09_09_11_32_56.mat,0.1,0,0,1.082562665
JL_2019_09_09_11_32_56.mat,0.15,1,1,0.9175838
JL_2019_09_09_11_32_56.mat,0.2,0,0,0.729615866
JL_2019_09_09_11_32_56.mat,0.7,1,1,0.66558513
JL_2019_09_09_11_32_56.mat,0.15,0,0,0.699992275
JL_2019_09_09_11_32_56.mat,0.7,1,1,0.48114971
JL_2019_09_09_11_32_56.mat,0.2,1,0,0.35053815
JL_2019_09_09_11_32_56.mat,0.1,0,0,0.532584442
JL_2019_09_09_11_32_56.mat,0.7,0,0,0.481633516
JL_2019_09_09_11_32_56.mat,0.3,0,0,0.533006745
JL_2019_09_09_11_32_56.mat,0.1,1,1,0.548811336
JL_2019_09_09_11_32_56.mat,0.1,1,1,0.765291342
JL_2019_09_09_11_32_56.mat,0.15,1,0,0.982263284
JL_2019_09_09_11_32_56.mat,0.3,0,0,0.618836536
JL_2019_09_09_11_32_56.mat,0.15,0,0,0.61419317
JL_2019_09_09_11_32_56.mat,0.3,1,1,0.532154688
JL_2019_09_09_11_32_56.mat,0.15,0,0,0.482487162
JL_2019_09_09_11_32_56.mat,0.7,0,0,0.450223414
JL_2019_09_09_11_32_56.mat,0.3,1,1,0.499149029
JL_2019_09_09_11_32_56.mat,0.15,1,1,0.499853365
JL_2019_09_09_11_32_56.mat,0.2,1,1,0.548632788
JL_2019_09_09_11_32_56.mat,0.2,0,0,0.498956315
JL_2019_09_09_11_32_56.mat,0.2,0,0,0.465092946
JL_2019_09_09_11_32_56.mat,0.1,0,1,0.75001894
JL_2019_09_09_11_32_56.mat,0.15,1,0,0.950596345
JL_2019_09_09_11_32_56.mat,0.7,1,1,0.547349464
JL_2019_09_09_11_32_56.mat,0.2,0,0,0.432333168
LP_2019_09_09_11_38_38.mat,0.2,0,0,3.316911158
LP_2019_09_09_11_38_38.mat,0.7,0,0,1.034902317
LP_2019_09_09_11_38_38.mat,0.3,1,1,0.896168528
LP_2019_09_09_11_38_38.mat,0.7,0,0,0.765242373
LP_2019_09_09_11_38_38.mat,0.3,1,1,0.797727646
